,0
A0A101QMD1,27.0
D9S092,67.0
A0A177E991,65.0
A0A1I2XI43,27.0
F2F792,28.5
C7P6H5,85.0
D4H2F8,30.0
A0A252BFX0,30.0
A0A494WHA0,29.0
A0A1G8AWK7,75.0
E4U6E0,60.0
C1DX76,68.0
A0A085YY97,28.0
A0A1L8CRP6,65.0
A0A7W5AEG6,28.0
Q9X1Q0,75.0
A0A512LBM3,30.0
A0A1M6J108,28.0
A0A7K3QAL9,27.0
A0A7W4UT10,29.5
A0A177EB31,65.0
F2NME6,70.0
A0A1H4H2S6,27.0
A0A6S6LXE9,30.0
A0A919TC97,28.0
A0A1G8E0X2,75.0
E4U5W7,60.0
B0KBU4,65.0
F2KT17,75.0
C7P8C4,85.0
A0A177E9J4,65.0
A0A6A9QIJ6,88.0
A0A1W2CMG4,28.0
A0A6A9QC17,88.0
A0A085ZEF2,28.0
A0A919MFD1,27.0
C7P5K3,85.0
B0KAW4,65.0
E4SHQ1,70.0
A0A511T7S6,28.0
A0A1H5TXE7,20.0
A0A098FNR9,27.0
A0A6A9QKU7,88.0
A0A8I0H105,27.0
A0A1I4FTF9,17.0
A0A916X5T8,28.0
F2KT55,75.0
A0A6S6LZR3,30.0
A0A177E763,65.0
A0A6A9QIT5,88.0
A0A502FKF8,23.0
F2NLM9,70.0
A0A6A9QGS7,88.0
A0A840APJ7,25.0
A0A2V3XYZ6,30.0
A0A1R1EVG4,30.0
A0A177E634,65.0
Q9WY35,75.0
A0A8I1FZ53,27.0
A0A085ZWA7,28.0
A0A1G7ZDZ6,75.0
G4HM05,30.0
B0K9U0,65.0
F2NPR2,70.0
A0A090TBS0,28.0
A0A8G2FGZ2,30.0
Q9WZG1,75.0
A0A1I2UIL4,27.0
A0A1W1X2C1,60.0
F2KT42,75.0
A0A917KEY4,27.0
C7P739,85.0
A0A4Q7URP1,28.0
A0A1L8CW79,65.0
A0A495WKS7,28.0
A0A143HDC8,30.0
A0A1M6GG09,28.0
A0A1M4TV58,60.0
A0A1T4N132,28.0
F2NQZ1,70.0
A0A1H8L3Q9,28.0
E4U4R1,60.0
A0A7W7MW34,29.0
C1DU99,68.0
A0A124GUD9,27.0
A0A1G7WME0,21.0
A0A1X3GJR6,30.0
A0A1L8CVP9,65.0
A0A1I3EFQ9,30.0
A0A4Y8ZAT3,28.0
A0A250VDH3,26.66666603088379
A0A1M4YAZ4,60.0
A0A1G8D1Y0,75.0
A0A1L8CXD1,65.0
A0A3N2CTV3,27.0
A0A7Y9GE77,27.0
A0A1X3FCZ5,30.0
A0A1W1X999,60.0
A0A1C5ID36,27.0
A0A1W1XJK7,60.0
E4U706,60.0
A0A557P695,28.0
A0A7W7EYM4,27.0
D9RYB4,67.0
A0A1W1XH44,60.0
A0A3M9XR27,26.0
A0A7I9ZR53,28.0
A0A0D0X185,28.0
A0A0A2T5M4,30.0
A0A1Q8SRX8,28.0
A0A1H2S992,28.0
A0A3N2BFW8,30.0
A0A101QMN6,27.0
A0A1S6RMN7,26.5
A0A7X5ZW31,30.0
A0A1I5Z3Y2,28.0
D5E3N7,30.0
F2NLP2,70.0
A0A117PK71,27.0
A0A265E0E0,29.0
A0A177E9I8,65.0
A0A6G6JKJ7,28.0
A0A1H9L4L0,30.0
D9S1S4,67.0
A0A0D0NNZ5,30.0
A0A1G8AKC9,75.0
A0A7W9SNU8,30.0
A0A1M7ZWC6,30.0
A0A177E851,65.0
A0A1H6XUI0,30.0
A0A7U9KRF0,26.5
A0A1R1F376,30.0
D9S0V0,67.0
F2KQY4,75.0
A0A561WKU8,28.0
F2NKI6,70.0
D9S321,67.0
F2NM77,70.0
A0A1M6ZHY0,30.0
A0A177E6V0,65.0
A0A561VM33,28.0
A0A4S5EAA6,20.0
A0A1L8CVC5,65.0
F2NMH2,70.0
A0A919TGX5,28.0
A0A0U3N842,28.0
A0A177E6Q0,65.0
A0A086BK93,29.0
A0A177E7I1,65.0
A0A0B2A7G3,28.0
A0A1M5L1T8,28.0
A0A841DNT6,29.0
A0A1Y6HGU3,28.0
A0A5D4T0C6,30.0
A0A1M5LNT8,28.0
A0A7W9W8M1,30.0
A0A6A9QLF3,88.0
E4SDY8,70.0
C1DTB8,68.0
A0A177E6A6,65.0
A0A1G8LPZ9,21.0
A0A7W7AMU6,27.0
B0K9D1,65.0
A0A1H4NLB1,29.0
A0A1C5GYR1,27.0
C7P6W6,85.0
A0A561R7Z3,28.0
A0A0D0Q4F7,30.0
A0A1I5XYW5,28.0
C7P9G7,85.0
A0A1W1XNT6,60.0
C1DVK1,68.0
V4RYL6,30.0
C1DUM0,68.0
A0A077LX35,28.0
A0A7U9L317,26.5
F2NNR1,70.0
F2KSJ2,75.0
A0A511TEI6,28.0
A0A4R6R6M7,27.0
B0K964,65.0
A0A0P9KXG1,27.0
A0A1W1XH58,60.0
A0A177E4X3,65.0
F2KMY4,75.0
A0A0A2UP18,30.0
A0A1M4V9R7,60.0
C1DXR9,68.0
A0A3N2BEI6,30.0
A0A2N3YLJ0,27.0
D5QJ55,27.799999237060547
A0A7I7QGB5,29.0
A0A256GEF0,28.0
A0A4R6TR62,28.0
A0A256GVY2,28.0
F2KT34,75.0
D9RZW7,67.0
D5E430,30.0
A0A0P9JX80,27.0
A0A1V4T8L0,28.0
A0A1I1JF11,30.0
A0A7K3S7B3,27.0
F2NN66,70.0
D4GNU0,28.66666603088379
A0A0H4QI35,30.0
C7P5A6,85.0
A0A7W7AMH8,27.0
A0A1H7P0F7,29.0
A0A1M6HEZ6,30.0
A0A511T8T7,28.0
A0A0A2UYG3,30.0
A0A919JIF8,27.0
A0A1W1XVR3,60.0
A0A7W7R0G4,27.5
B0K976,65.0
A0A1V4T102,28.0
A0A1S9G8W4,30.0
D5DNM5,30.0
A0A1W1X0V4,60.0
F2KRF1,75.0
A0A3L8RFW2,27.0
A0A1H1YFL5,28.0
D9S3P8,67.0
A0A1E5E6S6,29.0
G4HP10,30.0
A0A7K3QFX7,27.0
A0A7W5CPS3,30.0
A0A0A2UZC8,30.0
A0A1G5HJG0,30.0
A0A064CC88,29.0
A0A919W1X7,28.0
A0A1L8CSS5,65.0
A0A1H9VSN3,29.0
A0A090T173,28.0
A0A6A9QEX6,88.0
A0A1Y0ICN3,27.0
A0A315SIW2,29.0
C1DWV1,68.0
A0A1G6PC24,28.0
I3Z6Q8,28.0
A0A1I0CCQ9,28.0
A0A975FA66,26.0
A0A3A5JML8,29.0
A0A4Y9ACI5,30.0
A0A1W1XPD1,60.0
G4HP45,30.0
A0A1M4VDH4,60.0
F2KRT7,75.0
A0A317N0Q8,29.0
A0A7W7J061,30.0
A0A8J3B483,28.0
A0A511UP02,29.0
A0A7X0IIB7,28.0
A0A841DPJ7,29.0
A0A4V3CVF4,27.0
C7P7I7,85.0
A0A1Y0IC10,27.0
A0A1M5A6N4,60.0
A0A318D1F1,29.0
A0A1V4T093,28.0
A0A6G4AMB3,28.0
E4SFL3,70.0
A0A7W9STV5,30.0
A0A2T3J133,28.0
A0A1N6SDW6,30.0
A0A853DUE4,29.0
D9RXY3,67.0
A0A1L8CS11,65.0
A0A1W1XRZ6,60.0
A0A1G7M9P1,28.0
A0A177E7C3,65.0
A0A1H4E0V3,27.0
A0A256GPR6,30.0
A0A177E9E5,65.0
A0A1M4ZIZ4,60.0
A0A1I1Z340,27.0
A0A327Z5A0,28.0
A0A1C5JCV1,28.0
A0A6A9QAM9,88.0
E4U5N9,60.0
G7Z596,30.0
A0A495VKQ5,28.0
A0A6A9QJV5,88.0
C1DVY1,68.0
A0A0S2GA12,30.0
A0A1L8CXB7,65.0
A0A8H2LMG0,22.0
A0A2S8RZ37,29.0
A0A323V8M1,29.0
A0A1I2GQ64,30.0
A0A840ZEF4,27.5
A0A1G8ABE3,75.0
A0A807AQW3,27.0
C1DWX4,68.0
A0A1I7KBA4,28.0
A0A7W3TBQ7,28.0
A0A1I3CEI7,25.0
E4SHW2,70.0
A0A4R6QZ98,27.0
A0A177E7Z8,65.0
A0A5D4JES8,27.0
A0A1L8CSG6,65.0
A0A1R1EV34,30.0
A0A4R3LRC5,30.0
A0A2T5IFU0,27.0
A0A1L8CTE6,65.0
F2KSE4,75.0
A0A7X0I9B6,28.0
A0A7X0MB99,28.0
A0A1G8FMR8,75.0
A0A8I1K8L6,27.0
F2NP94,70.0
A0A1H3AAM0,28.0
A0A7Z0BDM9,28.0
A0A1I5TAB1,27.0
A0A1M4XCB0,60.0
A0A1H2KWC5,28.0
A0A1W1XXD2,60.0
A0A1S1XII9,27.0
A0A6A9QG94,88.0
A0A199XNU6,24.0
A0A919JBL9,27.0
A0A1L8CW07,65.0
A0A1L8CUB1,65.0
A0A5C6ZU08,22.0
A0A315S343,29.0
A0A1I1W6Z3,29.0
A0A3M9XNW7,26.0
A0A7W9J882,28.0
A0A5C6TYR2,28.0
A0A1W1X2R5,60.0
A0A1I0AZJ1,28.0
A0A177E9R0,65.0
A0A4P7UF84,28.0
A0A1C4Y058,28.0
E4SB42,70.0
C7P6V6,85.0
B0K8Y9,65.0
E4U9T8,60.0
A0A1H1XN84,28.0
A0A8J3AYI3,28.0
A0A2N3YGY7,27.0
A0A8H2LAW8,22.0
A0A543FVH0,28.0
E4UAW2,60.0
F6FQ08,28.5
C1DUA3,68.0
A0A1H3SQ01,28.0
A0A6A9QIA3,88.0
A0A7K3S8X6,27.0
C7P776,85.0
A0A1M7LLA0,30.0
A0A6H9YVF7,28.0
A0A1X3GHC0,30.0
A0A6H9YHP3,28.0
A0A7Y9X5N4,28.0
A0A6I4TRK8,30.0
A0A6P2KCL7,30.0
A0A064CP59,29.0
A0A1M4SF20,60.0
A0A1H9R2L9,29.0
F2NNV3,70.0
A0A8G2C6T0,30.0
A0A256G2H4,30.0
A0A1B7IJM8,29.0
A0A4R6ZE97,27.0
A0A1G8E617,21.0
A0A1W1XIK7,60.0
F7Z9T0,21.0
A0A0M0L867,30.0
A0A1L8CRE0,65.0
A0A1H5YIH5,30.0
A0A3G5F328,29.0
A0A318D4U5,29.0
A0A1L8CRH1,65.0
F2KP16,75.0
A0A1I2IAJ9,27.0
A0A327ZD36,28.0
A0A1G7Y6W2,75.0
A0A2T3ITI2,28.0
A0A512LBF6,30.0
A0A086B700,29.0
A0A7K3RWF1,27.0
A0A1I7HFR2,28.0
A0A250V9F0,26.66666603088379
F2NQS8,70.0
A0A6A9QKT4,88.0
A0A1C4U5B3,28.0
C7P8K4,85.0
F2KS28,75.0
A0A239LE15,29.0
A0A1W1XIA8,60.0
A0A917KXH2,27.0
Q9WYT0,75.0
A0A7W7WNJ5,28.0
E4U810,60.0
A0A6P2JGY8,30.0
A0A5M4FAB6,28.0
A0A1W1XED4,60.0
A0A6A9QDU5,88.0
A0A512MFE4,30.0
A0A6A9QAK7,88.0
K8EKP3,30.0
A0A8G2CAF5,30.0
A0A1L8CU49,65.0
E4UA29,60.0
A0A1W1XM37,60.0
A0A3D9CW15,30.0
C1DVR4,68.0
A0A1G7M6R7,28.0
A0A1R0L250,28.0
D9S002,67.0
A0A1J6W4Y1,30.0
A0A917P9Y1,27.0
D9S1H7,67.0
A0A086BB02,29.0
A0A177E669,65.0
A0A7I9ZMM5,28.0
A0A4V3UTU4,25.0
A0A1G7HG95,28.0
A0A1L8CW14,65.0
A0A4V2UY96,30.0
A0A7Z0LXK8,22.0
A0A1G7ZQM9,75.0
A0A2K8KE27,28.0
A0A1X3FFH4,30.0
A0A177EAL3,65.0
C1DWE5,68.0
F2KRR9,75.0
A0A1W1XFW3,60.0
A0A3N2CQI4,27.0
F2KSM3,75.0
A0A2V3Y7G8,30.0
E4U5X1,60.0
A0A1M5GXB1,27.5
A0A315S0K0,29.0
A0A177E8R4,65.0
Q9WZJ0,75.0
A0A1M6U7Z5,28.0
A0A177E9X5,65.0
A0A1G8YXJ8,30.0
C1DU13,68.0
A0A0P9CBX2,30.0
A0A7W7LU22,26.5
D9S054,67.0
A0A2K4XFQ6,21.0
Q82VH9,28.0
A0A6A9QFM3,88.0
A0A401J917,29.0
A0A512M3F4,30.0
D9RYR2,67.0
A0A4Q1VD54,28.0
A0A1L8CTJ2,65.0
A0A7K3Q499,27.0
A0A1T4N1I0,28.0
E4SCV2,70.0
A0A6G4A9U3,28.0
F2KRA0,75.0
A0A1L8CU09,65.0
A0A2T3LBH2,25.5
E4SB62,70.0
A0A1H1WH44,28.0
A0A562IHK2,27.0
A0A0U3PFZ0,28.0
D2QG14,26.0
A0A4Y4BZB8,28.600000381469727
E4U6P3,60.0
A0A1W1XSM9,60.0
A0A917K8E2,27.0
A0A1H8Q7Y3,28.0
A0A1W1X8S2,60.0
A0A1I3RQG2,20.0
F2KQV5,75.0
F2NR54,70.0
B6BKR4,15.0
A0A1G8AV77,75.0
A0A1E5PNB5,27.0
A0A0M4M430,30.0
A0A7X5ZXS7,30.0
A0A2R4BIG6,30.0
A0A090SWN9,28.0
A0A1H3PVU6,28.0
A0A177E6E5,65.0
A0A1W1XMX6,60.0
A0A512L8Q3,30.0
A0A6H9Z0D6,28.0
A0A0X2NMS3,28.600000381469727
F2NNC7,70.0
A0A839RKF7,29.0
D9S0U3,67.0
A0A4V1P4W7,28.0
A0A1W1XKU8,60.0
D9RXW8,67.0
A0A1G8NEJ8,30.0
F2NQQ0,70.0
A0A0D0H374,30.0
F2NQ96,70.0
A0A1L8CUV5,65.0
A0A6A9QBA9,88.0
F2NQX0,70.0
C7P7F6,85.0
A0A1L8CWW0,65.0
A0A1L8CRZ1,65.0
A0A562IG09,27.0
F2KR38,75.0
F2NN50,70.0
D9RZ06,67.0
A0A2T0U3J4,29.0
A0A1L8CSK9,65.0
D9S2D5,67.0
C7P7R8,85.0
A0A401J3T5,29.0
A0A6A9QDC0,88.0
F2NQN3,70.0
A0A4V1P3Z5,28.0
F2KPW7,75.0
A0A0F4JXS6,27.0
A0A1W1WY15,60.0
A0A1G7Z366,75.0
A0A4R1HY35,28.0
A0A7W5AIV9,28.0
A0A225SVA5,29.0
A0A1M6XAY8,28.0
A0A1L8CTL4,65.0
D9S1H8,67.0
C1DT91,68.0
A0A1X7GJE2,30.0
G7GVZ6,30.0
E4U5W9,60.0
A0A1L8CXE2,65.0
A0A6A9QEC2,88.0
A0A1L8CSA4,65.0
D9S114,67.0
A0A7W5AIE9,28.0
A0A7W7RBM2,27.5
A0A177E5S0,65.0
A0A177E6L0,65.0
B0KAF4,65.0
A0A8I1FKC1,27.0
A0A0A0N421,27.0
A0A1H9U3B3,28.0
A0A512MH21,30.0
A0A6G4ADX2,28.0
A0A1W1Z5V0,28.0
Q9WXP8,75.0
A0A6A9QBW1,88.0
A0A1C4VP97,27.0
D9RYH6,67.0
G7ZF40,30.0
A0A7X0FIQ9,28.0
A0A1I6AJY2,28.0
A0A4Y8ZF55,28.0
A0A7Y3N4F2,28.0
A0A1H9WEQ3,29.0
E4U8W1,60.0
A0A1S6RV90,26.5
A0A919W4E1,28.0
A0A1G8BLI7,75.0
A0A7W9DTK3,28.0
A0A5B8V6E1,28.0
A0A177E9V5,65.0
A0A1G7ZE61,75.0
A0A511TEJ3,28.0
A0A511UJP8,29.0
A0A368ZDJ3,25.0
A0A859QUI6,28.0
A0A0A2USB5,30.0
A0A7W4ZKD5,26.5
A0A919JQU8,27.0
A0A1H2LCB4,28.0
A0A4S5E7D9,20.0
A0A2T3IKL9,28.0
A0A923KN91,20.0
A0A1Q8STM9,28.0
A0A1L8CXU3,65.0
A0A0A0BCE0,30.0
A0A1Q8SPK1,28.0
A0A4R1HGT7,28.0
C1DVK7,68.0
A0A7W9SLD2,30.0
A0A918JTB1,28.0
F2KMS3,75.0
A0A1W1XU29,60.0
M3FUD5,28.0
A0A0X2NK71,28.600000381469727
F2KMV8,75.0
F2KMZ7,75.0
A0A3R9L3T6,20.0
A0A918I8F0,28.0
A0A177EAD6,65.0
A0A1L8CSY9,65.0
F2KPY6,75.0
Q9WZT0,75.0
A0A265DZP2,29.0
E4U7N3,60.0
A0A2V3XTL7,30.0
A0A1L8CWC5,65.0
A0A4R7JVA9,28.0
A0A127K9H2,28.0
A0A3N2BFH2,30.0
A0A4Y8XSF4,28.0
A0A1V2Y3U0,30.0
A0A6A9QFY8,88.0
A0A1M4U1C0,27.5
A0A316IEE4,28.0
A0A7X0IJY7,28.0
A0A1T5E4R9,20.0
C7P8F7,85.0
E4SEV5,70.0
A0A1W1XLG1,60.0
A0A256GBE9,28.0
A0A1M4XDA9,60.0
A0A1H4G5C9,27.0
A0A077M382,28.0
F2KMT6,75.0
A0A839ZDW0,29.0
A0A7W4PFN4,28.0
A0A1X7EA08,30.0
A0A1X6XNP6,28.0
A0A1C5JFI1,27.0
Q9WY98,75.0
E4SEA1,70.0
Q9X2D8,75.0
A0A918EEE9,27.33333396911621
A0A4S3PUE7,30.0
A0A4R2NVM5,25.0
A0A7D4DXE3,30.0
A0A2T3L5X1,25.5
A0A0M8MHP0,27.0
A0A1R0KIE9,28.0
A0A6A9QEF2,88.0
A0A2V4V7M7,30.0
F2NPU4,70.0
Q9X1Z6,75.0
F2KNY2,75.0
A0A1L8CRU6,65.0
F2KQU1,75.0
A0A7Z0LRE8,22.0
A0A923HRP9,20.0
D9S1R9,67.0
A0A366AYY3,20.0
A0A7K3QIQ0,27.0
A0A1L8CTQ5,65.0
A0A1H8F3D2,28.0
A0A6P2PMF2,30.0
A0A1L8CVX8,65.0
D9S3S6,67.0
C1DVD7,68.0
A0A6H9YTL8,28.0
A0A4S3KRA9,25.0
C7P712,85.0
A0A2N3YF21,27.0
A0A7Z0BHR4,28.0
A0A064CL96,29.0
A0A7K3S143,27.0
A0A1R1DYT9,30.0
A0A1W1X3H8,60.0
G7GQP3,30.0
C1DXC3,68.0
Q9X2H4,75.0
A0A7Y9X458,28.0
A0A543FMJ0,28.0
A0A1W1X6J2,60.0
A0A1Q8SXU7,28.0
A0A561VQ21,28.0
A0A1H8TYG6,28.0
A0A1S6RDY9,26.5
A0A177EC94,65.0
A0A859QSE1,28.0
A0A177E9X8,65.0
A0A249MXQ0,29.0
A0A368ZHX7,25.0
A0A1H7MSB0,29.0
A0A0S2G6A7,30.0
A0A1W1WYK1,60.0
F2KPP3,75.0
A0A0H4QEX7,30.0
A0A1M5B2M4,60.0
K6WM24,28.0
A0A0F5VD31,28.0
A0A1I6B0G0,28.0
A0A0N0RQD0,27.0
E4U584,60.0
A0A4Q7UZE1,28.0
C1DV52,68.0
A0A0A0B1S0,30.0
K8EUU2,30.0
A0A510V3T1,29.0
A0A387G0J7,28.0
A0A1X6ZMD1,25.0
A0A1H4A1H2,30.0
Q9X238,75.0
F2NQ15,70.0
A0A7W7PWI4,26.5
F2NMV4,70.0
A0A6A9QCA2,88.0
A0A0T9UVE3,29.0
C1DVY0,68.0
G7Z2C3,30.0
A0A066U038,27.0
C1DXN9,68.0
A0A1G7CNN9,30.0
A0A0U5FXH7,30.0
A0A4R7JWZ3,28.0
F2NLQ9,70.0
A0A1I3K3P5,25.0
E4U556,60.0
A0A919TGG6,28.0
E4SC35,70.0
B0K845,65.0
A0A177E8E3,65.0
Q9X0W8,75.0
A0A1W1XD55,60.0
A0A3E0BLV3,28.0
A0A561SY40,28.0
A0A562I6M1,27.0
A0A1H7DC53,30.0
F7ZA34,21.0
F2KT15,75.0
A0A4R7VEQ8,28.0
A0A177E827,65.0
C1DV23,68.0
A0A0R2ZH52,30.0
A0A250VH24,26.66666603088379
A0A250V5F0,26.66666603088379
A0A091BK73,29.0
A0A1L8CXS6,65.0
A0A1I1PG28,29.0
Q9WZ35,75.0
C7P961,85.0
C7P8I5,85.0
B0K9L2,65.0
A0A2T3J220,28.0
F2KS29,75.0
A0A1C4ZYU0,27.0
A0A0M0LDM2,30.0
A0A090T7C3,28.0
E4U888,60.0
A0A1M4Z4Q4,60.0
A0A2T3L9C0,25.5
A0A1U7CQC5,28.0
A0A1X1CYV3,28.0
A0A1M5AMD1,25.0
A0A2T5IC81,27.0
Q9WW67,75.0
A0A1R0KL41,28.0
Q07WA5,21.0
A0A1M4X940,60.0
C1DX89,68.0
A0A4Q1UVB5,28.0
A0A0A0B3T5,30.0
A0A2R4BMI4,30.0
A0A6H9YCI2,28.0
A0A368ZHT5,25.0
A0A1Y6HAH9,28.0
A0A177E6E2,65.0
A0A1S9GS24,30.0
A0A542DTF2,29.0
E4SEU1,70.0
D9RYB9,67.0
A0A1M5A4U0,60.0
A0A3A9ZDN9,29.0
A0A368ZMC7,25.0
D2QNK3,26.0
C1DXM8,68.0
A0A1L8CSY5,65.0
A0A556AJ67,30.0
A0A4Y4AZP7,22.5
Q9X1Y9,75.0
E4U7A2,60.0
A0A3G7VT71,29.0
A0A1H9HRM7,28.0
A0A561SMS1,28.0
A0A1G7XYI4,75.0
A0A7X0JQB7,25.0
A0A6A9QEG4,88.0
A0A1H0DKT1,28.0
F2NQ78,70.0
G7GTE3,30.0
A0A840ZJM5,27.5
C1DUU2,68.0
A0A177E9W7,65.0
F2NNW1,70.0
A0A1M4Y0G6,60.0
A0A6G4WFR7,30.0
A0A8G2FBM1,30.0
A0A421DQB8,28.0
A0A4R6R6S4,27.0
A0A0F4JU66,27.0
A0A1M7K8X0,28.0
A0A1G8EQ18,75.0
A0A1W1WYZ3,60.0
A0A0D0YTN0,25.0
A0A6A9QP04,88.0
A0A917PA84,27.0
A0A1N6TWE1,28.0
A0A6H9YYG4,28.0
F2KMU3,75.0
A0A7W4J519,28.0
A0A1H8KT33,30.0
A0A7X0M7A6,28.0
A0A0K8MK46,30.0
D9S387,67.0
A0A6A9QHM9,88.0
A0A1G8BIC8,75.0
A0A2K8K5Z2,28.0
F2KRM1,75.0
A0A1L3Q338,30.0
A0A918N504,28.0
A0A7W5TSJ5,28.0
A0A1T4RJH8,28.0
A0A1H1U5L3,28.0
A0A7K3SAD8,27.0
A0A6H9YP15,28.0
A0A7X5BQS8,28.0
E4U650,60.0
A0A7W7IGQ5,29.0
A0A1S6R8M5,26.5
A0A511D888,29.0
A0A7W7SLZ4,28.0
A0A7W7J0U2,30.0
A0A8G2C7D8,30.0
A0A7W4P434,28.0
A0A853DRF3,29.0
A0A7W7IYN4,30.0
A0A6A9QE20,88.0
A0A2V4VDS5,30.0
A0A4Y4CUY8,27.0
E4U696,60.0
F2KP32,75.0
Q9WZ75,75.0
C7P9J0,85.0
A0A1M5AKA4,60.0
A0A318RQ34,28.0
A0A1S9H1D9,30.0
A0A3M9XRK7,26.0
A0A2R5EMP8,30.0
C7P6A4,85.0
A0A7Y9GH77,27.0
F2KNZ8,75.0
A0A1G7ZSQ8,75.0
A0A3B0MSI2,20.0
D5DPL3,30.0
A0A177EB54,65.0
A0A1I3AIQ7,30.0
F2NNT7,70.0
A0A2N9CIQ3,30.0
A0A095VQ55,28.0
A0A1J4MXL0,27.0
A0A0F4JFZ1,27.0
A0A561SP09,28.0
A0A542EV38,29.0
A0A841E0B4,29.0
A0A1I1RYA6,29.0
F7ZBC1,21.0
A0A917PEG6,27.0
F2KRC7,75.0
A0A1I0DG26,28.0
E4U9N1,60.0
A0A327Z258,28.0
A0A1L8CSB9,65.0
F2KQ01,75.0
A0A1W1X319,60.0
A0A0K8MGQ7,30.0
A0A149USH6,27.0
A0A1L8CVB4,65.0
A0A4R1HW36,28.0
A0A0A0NF10,27.0
C7P7C6,85.0
C7P8D5,85.0
A0A6A9QJZ8,88.0
A0A1J6WV48,30.0
B0KAB3,65.0
A0A0F4K0V5,27.0
A0A7W9FNW5,26.0
A0A1L8CVU7,65.0
A0A2N9JKY2,30.0
A0A1L8CUM4,65.0
A0A6A9QJB0,88.0
A0A562I855,27.0
A0A919TC53,28.0
A0A117QJ32,27.0
A0A1L8CUZ3,65.0
A0A177E564,65.0
A0A327ZK17,28.0
A0A6I4TIN0,30.0
A0A6A9QK04,88.0
A0A1W1YEG7,28.0
A0A347US21,28.0
A0A1L8CW97,65.0
A0A1E5Q2G0,27.0
A0A075P0H8,25.0
A0A7W4J913,28.0
A0A1C4TW35,27.0
A0A1W1XJQ2,60.0
A0A1R1F524,30.0
A0A1I0AR89,28.0
F2NNS4,70.0
Q9X1U8,75.0
D9RZT5,67.0
A0A7W7IIS7,29.0
A0A7W7WS41,28.0
A0A316F007,30.0
A0A327YYZ5,28.0
A0A8E3B5U8,26.5
A0A1H2IE32,28.0
E4SES7,70.0
A0A4R6U5W5,28.0
A0A3L8R563,27.0
A0A1L8CXW7,65.0
A0A1M6KP16,30.0
A0A557P7G2,28.0
A0A561QPJ4,28.0
A0A8I1FPG9,27.0
A0A1W1XG15,60.0
V4PRU6,30.0
A0A1W1X2A4,60.0
A0A0P9CQC0,30.0
A0A2K4XC78,21.0
F2NR31,70.0
A0A1N6S5U3,30.0
A0A1W1XJK1,60.0
A0A0D0Q7C8,30.0
A0A6A9QFX2,88.0
A0A8I0H7E4,27.0
A0A7I7QIC2,29.0
D4GL50,28.66666603088379
A0A4Y8ZJH4,28.0
A0A7W7V9U3,26.5
A0A1B7IJV8,29.0
A0A5D4T5B8,30.0
A0A7K3RV14,27.0
A0A557PAL4,28.0
A0A177E4C4,65.0
A0A840ZP50,27.5
A0A1T5B426,20.0
A0A4R1HFW0,28.0
A0A1H2PCD2,30.0
C1DVS3,68.0
A0A1R1ESP2,30.0
A0A7Y9KG94,27.0
F2KSN7,75.0
A0A1L8CXG9,65.0
A0A1H5S7W8,30.0
A0A1W1XAU7,60.0
A0A4Y4B3P1,22.5
A0A1I4AMW1,17.0
A0A1L8CXV3,65.0
F2NL17,70.0
A0A6H9YSA5,28.0
A0A1W2AR81,28.0
A0A1M7ZXX0,30.0
A0A066TNC8,27.0
A0A1I1YU69,27.0
C1DTF2,68.0
A0A366B3Z7,20.0
A0A1M6JR99,30.0
A0A840F3X0,29.0
A0A8G2C7K8,30.0
A0A0A0NT34,27.0
C7P7W9,85.0
C7P7Z1,85.0
A0A177E8V1,65.0
A0A1G8D1S3,75.0
A0A7I7Q4Q0,29.0
D5DVZ4,30.0
A0A366AYP1,20.0
A0A1W1X8C8,60.0
A0A1H3PA64,28.0
A0A1M7MHC5,30.0
A0A7W5F159,26.5
A0A1G7TMF9,28.0
E4U503,60.0
D2QEM7,26.0
A0A918JV37,28.0
A0A317P0G1,29.0
A0A066U680,27.0
A0A127K3U6,28.0
D9S182,67.0
A0A0G2ZJA3,28.0
A0A1W1X017,60.0
A0A177EC47,65.0
A0A1S6R8T7,26.5
A0A085GM02,30.0
D6Z277,30.0
A0A1H7YHS7,30.0
A0A177EAM4,65.0
A0A387G319,28.0
A0A7G7BPY1,27.0
L0HDF1,30.0
A0A1M4WHM3,60.0
D9S3P7,67.0
A0A1X7GLM6,30.0
A0A1M4SKH6,60.0
A0A0F5Q0U1,12.0
A0A7W7LU76,26.5
A0A7W7EXI7,27.0
Q82W29,28.0
C7P6J1,85.0
C1DUE3,68.0
A0A250VMX1,26.66666603088379
A0A0M9VJC4,27.0
A0A656Z7U3,30.0
D9RZB3,67.0
F2KPE8,75.0
A0A7W4ZJE8,26.5
C7P8N9,85.0
A0A6S6M8V3,30.0
A0A177E5D0,65.0
E4U865,60.0
C1DXX2,68.0
A0A1E5NXA7,27.0
A0A7X5ZXJ7,30.0
A0A4Q4KJA6,10.0
A0A2U3ALU9,27.0
A0A1W1XW81,60.0
E4SDX3,70.0
E4U6Y2,60.0
H8FPZ7,26.0
A0A0T9SX15,29.0
A0A1H9P5T7,28.0
A0A1C4WNL4,27.0
A0A1W1XVB2,60.0
C1DWM0,68.0
C1DW91,68.0
F2NKD6,70.0
A0A1V4T2S8,28.0
E4U9G2,60.0
F9UAW0,26.0
Q9X1H3,75.0
C1DXF9,68.0
A0A0F4J8E4,27.0
F2KNE2,75.0
C1DXE0,68.0
A0A1S6R8M0,26.5
